type,topic,source,title,body,tag,payload
quiz,Interview Prep,llm,"Quiz: Choosing the transport","A real-time multiplayer game sends 60 position updates per second. Why is UDP typically preferred?","Networking & Web","{""options"": [""UDP is more secure"", ""A retransmitted stale position is worthless; low latency beats reliability here"", ""TCP cannot send small packets"", ""UDP guarantees ordering""], ""correct"": ""A retransmitted stale position is worthless; low latency beats reliability here"", ""explain"": ""TCP would delay newer updates to retransmit older ones — head-of-line blocking. The next position update supersedes the lost one anyway, so UDP's fire-and-forget fits.""}"
fact,Interview Prep,llm,"HTTP methods","HTTP's core verbs: GET reads (safe, cacheable), POST creates or triggers, PUT replaces (idempotent), PATCH partially updates, DELETE removes (idempotent). Idempotency — repeat-safe requests — decides retry behavior; that is the practical reason the distinctions matter.","Networking & Web",
fact,Interview Prep,llm,"Status code families","Codes group by hundreds: 2xx success (200 OK, 201 Created, 204 No Content), 3xx redirects (301 permanent, 304 not modified), 4xx client errors (400, 401 unauthenticated, 403 forbidden, 404, 429 rate-limited), 5xx server errors (500, 503). Knowing 401 versus 403 is a recurring micro-probe.","Networking & Web",
fact,Interview Prep,llm,"Statelessness and headers","HTTP is stateless: each request carries everything needed — hence headers (Content-Type, Authorization, Cache-Control) and cookies to simulate continuity. Statelessness is what lets any server behind a load balancer answer any request; the design consequence worth saying aloud.","Networking & Web",
quiz,Interview Prep,llm,"Quiz: 401 vs 403","What distinguishes HTTP 401 from 403?","Networking & Web","{""options"": [""They are interchangeable"", ""401 means not authenticated; 403 means authenticated but not allowed"", ""401 is a server error"", ""403 means not found""], ""correct"": ""401 means not authenticated; 403 means authenticated but not allowed"", ""explain"": ""401 challenges you to prove identity (missing or bad credentials); 403 recognizes you and still refuses — authorization, not authentication, failed.""}"
fact,Interview Prep,llm,"TLS in one paragraph","HTTPS is HTTP inside a TLS tunnel. The handshake uses ASYMMETRIC cryptography to authenticate the server via its certificate and agree on keys, then switches to fast SYMMETRIC encryption for the actual data. Certificates chain to trusted certificate authorities baked into your OS or browser.","Networking & Web",
fact,Interview Prep,llm,"What TLS buys","Three guarantees: confidentiality (eavesdroppers see noise), integrity (tampering is detected), and authentication (the server is who the certificate says). Note what it does NOT hide: the destination host and traffic timing remain visible to observers.","Networking & Web",
fact,Interview Prep,llm,"Why the hybrid design","The asymmetric-then-symmetric structure exists because public-key operations are orders of magnitude slower than symmetric ciphers: use the expensive math once to exchange a session key, then encrypt gigabytes cheaply. That one sentence answers most TLS follow-ups.","Networking & Web",
quiz,Interview Prep,llm,"Quiz: TLS key strategy","Why does TLS use asymmetric cryptography only during the handshake?","Networking & Web","{""options"": [""Asymmetric crypto is insecure for data"", ""Asymmetric operations are slow, so they bootstrap a fast symmetric session key"", ""Certificates expire mid-connection"", ""Symmetric keys are longer""], ""correct"": ""Asymmetric operations are slow, so they bootstrap a fast symmetric session key"", ""explain"": ""Public-key math authenticates and exchanges keys safely over an untrusted channel; bulk data then flows under cheap symmetric encryption — the best of both systems.""}"
fact,Interview Prep,llm,"HTTP/1.1 vs HTTP/2","HTTP/1.1 handles one request at a time per connection, so browsers opened six parallel connections and still suffered head-of-line blocking. HTTP/2 multiplexes many concurrent streams over ONE connection, adds header compression and server push. Awareness tier: multiplexing is the headline.","Networking & Web",
fact,Interview Prep,llm,"HTTP/3 and QUIC","HTTP/2 still blocks at the TCP layer — one lost packet stalls all streams. HTTP/3 moves to QUIC over UDP: independent streams, faster handshakes, connection migration across networks. The arc — fewer connections, less blocking, lower latency — is the story to tell.","Networking & Web",
fact,Interview Prep,llm,"Old habits made obsolete","HTTP/1.1-era hacks — domain sharding, sprite sheets, file concatenation — existed to work around connection limits; HTTP/2 multiplexing made them unnecessary or counterproductive. Citing one obsolete optimization shows you understand WHY the protocol changed.","Networking & Web",
quiz,Interview Prep,llm,"Quiz: HTTP/2's headline","What is HTTP/2's principal improvement over HTTP/1.1?","Networking & Web","{""options"": [""Encryption by default"", ""Multiplexing many streams over a single connection"", ""New status codes"", ""Replacing TCP with UDP""], ""correct"": ""Multiplexing many streams over a single connection"", ""explain"": ""Concurrent interleaved streams eliminate request queuing per connection. Replacing TCP with UDP is HTTP/3's move via QUIC — a common conflation to avoid.""}"
fact,Interview Prep,llm,"REST conventions","REST models an API as resources named by nouns and manipulated by HTTP verbs: GET /users/42 reads, POST /users creates, DELETE /users/42 removes. Verbs in URLs — /getUser, /createUser — are the anti-pattern reviewers flag first.","Networking & Web",
fact,Interview Prep,llm,"Designing responses","Good REST uses status codes semantically (201 with a Location header on create, 404 for missing resources), plural nouns, nesting for ownership (/users/42/orders), and pagination on collections. Idempotency guides verb choice: PUT retries safely, POST may not.","Networking & Web",
fact,Interview Prep,llm,"REST in interviews","Design an API for X is a common intern-level design warm-up: enumerate resources, map operations to verbs and routes, sketch request and response bodies, and mention auth and pagination. Five minutes of clean conventions beats exotic architecture talk.","Networking & Web",
quiz,Interview Prep,llm,"Quiz: RESTful create","Which endpoint design is most RESTful for creating a new order?","Networking & Web","{""options"": [""GET /createOrder"", ""POST /orders"", ""POST /doCreateOrder"", ""PUT /orders/new""], ""correct"": ""POST /orders"", ""explain"": ""Resources are nouns; POST to the collection creates a member, conventionally returning 201 with the new resource's location. Verbs belong in the HTTP method, not the path.""}"
fact,Interview Prep,llm,"Cookies and sessions","Classic session auth: the server stores session state and hands the browser a session ID cookie, sent automatically on every request to that domain. Server-side sessions revoke instantly but require shared session storage once you scale past one server.","Networking & Web",
